Time;PlayerPosition;PlayerRotation;PlayerHeadRotation;EnemyPosition;EnemyRotation;Info
0.78;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.8717, 0.8209, 0.6260);(0.0000, -0.1564, 0.0000, 0.9877);test
0.8;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.8788, 0.8209, 0.6455);(0.0000, -0.1571, 0.0000, 0.9876);test
0.82;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.8864, 0.8209, 0.6660);(0.0000, -0.1579, 0.0000, 0.9875);test
0.84;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.8935, 0.8209, 0.6854);(0.0000, -0.1585, 0.0000, 0.9874);test
0.86;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9045, 0.8209, 0.7152);(0.0000, -0.1595, 0.0000, 0.9872);test
0.88;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9114, 0.8209, 0.7339);(0.0000, -0.1601, 0.0000, 0.9871);test
0.9;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9184, 0.8209, 0.7530);(0.0000, -0.1607, 0.0000, 0.9870);test
0.92;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9255, 0.8209, 0.7722);(0.0000, -0.1612, 0.0000, 0.9869);test
0.94;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9358, 0.8209, 0.8003);(0.0000, -0.1620, 0.0000, 0.9868);test
0.96;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9428, 0.8209, 0.8193);(0.0000, -0.1625, 0.0000, 0.9867);test
0.98;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9500, 0.8209, 0.8388);(0.0000, -0.1630, 0.0000, 0.9866);test
1;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9603, 0.8209, 0.8669);(0.0000, -0.1637, 0.0000, 0.9865);test
1.02;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9674, 0.8209, 0.8861);(0.0000, -0.1641, 0.0000, 0.9864);test
1.04;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9742, 0.8209, 0.9047);(0.0000, -0.1646, 0.0000, 0.9864);test
1.06;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9812, 0.8209, 0.9237);(0.0000, -0.1650, 0.0000, 0.9863);test
1.08;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9916, 0.8209, 0.9520);(0.0000, -0.1655, 0.0000, 0.9862);test
1.1;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9987, 0.8209, 0.9712);(0.0000, -0.1659, 0.0000, 0.9861);test
1.12;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0057, 0.8209, 0.9903);(0.0000, -0.1663, 0.0000, 0.9861);test
1.14;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0131, 0.8209, 1.0103);(0.0000, -0.1666, 0.0000, 0.9860);test
1.16;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0204, 0.8209, 1.0301);(0.0000, -0.1670, 0.0000, 0.9860);test
1.18;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0310, 0.8209, 1.0590);(0.0000, -0.1675, 0.0000, 0.9859);test
1.2;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0379, 0.8209, 1.0776);(0.0000, -0.1677, 0.0000, 0.9858);test
1.22;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0449, 0.8209, 1.0969);(0.0000, -0.1680, 0.0000, 0.9858);test
1.24;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0554, 0.8209, 1.1254);(0.0000, -0.1684, 0.0000, 0.9857);test
1.26;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0624, 0.8209, 1.1444);(0.0000, -0.1687, 0.0000, 0.9857);test
1.28;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0701, 0.8209, 1.1652);(0.0000, -0.1690, 0.0000, 0.9856);test
1.3;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0771, 0.8209, 1.1843);(0.0000, -0.1692, 0.0000, 0.9856);test
1.32;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0842, 0.8209, 1.2034);(0.0000, -0.1695, 0.0000, 0.9855);test
1.34;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0946, 0.8209, 1.2318);(0.0000, -0.1698, 0.0000, 0.9855);test
1.36;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1016, 0.8209, 1.2508);(0.0000, -0.1700, 0.0000, 0.9854);test
1.38;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1086, 0.8209, 1.2698);(0.0000, -0.1701, 0.0000, 0.9854);test
1.4;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1158, 0.8209, 1.2903);(0.0000, -0.1700, 0.0000, 0.9854);test
1.42;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1260, 0.8209, 1.3193);(0.0000, -0.1699, 0.0000, 0.9855);test
1.44;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1328, 0.8209, 1.3388);(0.0000, -0.1700, 0.0000, 0.9855);test
1.46;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1397, 0.8209, 1.3580);(0.0000, -0.1699, 0.0000, 0.9855);test
1.48;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1465, 0.8209, 1.3773);(0.0000, -0.1700, 0.0000, 0.9854);test
1.5;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1569, 0.8209, 1.4058);(0.0000, -0.1700, 0.0000, 0.9854);test
1.52;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1641, 0.8209, 1.4258);(0.0000, -0.1701, 0.0000, 0.9854);test
1.54;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1709, 0.8209, 1.4450);(0.0000, -0.1701, 0.0000, 0.9854);test
1.56;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1776, 0.8209, 1.4641);(0.0000, -0.1700, 0.0000, 0.9854);test
1.58;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1876, 0.8209, 1.4923);(0.0000, -0.1700, 0.0000, 0.9855);test
1.6;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1949, 0.8209, 1.5130);(0.0000, -0.1699, 0.0000, 0.9855);test
1.62;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2018, 0.8209, 1.5326);(0.0000, -0.1699, 0.0000, 0.9855);test
1.64;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2085, 0.8209, 1.5513);(0.0000, -0.1699, 0.0000, 0.9855);test
1.66;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2151, 0.8209, 1.5701);(0.0000, -0.1699, 0.0000, 0.9855);test
1.68;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2253, 0.8209, 1.5988);(0.0000, -0.1700, 0.0000, 0.9854);test
1.7;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2323, 0.8209, 1.6179);(0.0000, -0.1700, 0.0000, 0.9854);test
1.72;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2390, 0.8209, 1.6367);(0.0000, -0.1701, 0.0000, 0.9854);test
1.74;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2461, 0.8209, 1.6565);(0.0000, -0.1701, 0.0000, 0.9854);test
1.76;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2566, 0.8209, 1.6859);(0.0000, -0.1701, 0.0000, 0.9854);test
1.78;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2636, 0.8209, 1.7056);(0.0000, -0.1703, 0.0000, 0.9854);test
1.8;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2707, 0.8209, 1.7249);(0.0000, -0.1704, 0.0000, 0.9854);test
1.82;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2778, 0.8209, 1.7442);(0.0000, -0.1705, 0.0000, 0.9853);test
1.84;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2848, 0.8209, 1.7637);(0.0000, -0.1706, 0.0000, 0.9853);test
1.86;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2949, 0.8209, 1.7918);(0.0000, -0.1707, 0.0000, 0.9853);test
1.88;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3017, 0.8209, 1.8105);(0.0000, -0.1707, 0.0000, 0.9853);test
1.9;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3087, 0.8209, 1.8300);(0.0000, -0.1708, 0.0000, 0.9853);test
1.92;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3157, 0.8209, 1.8487);(0.0000, -0.1710, 0.0000, 0.9853);test
1.94;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3259, 0.8209, 1.8770);(0.0000, -0.1711, 0.0000, 0.9852);test
1.96;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3329, 0.8209, 1.8963);(0.0000, -0.1712, 0.0000, 0.9852);test

1.98;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3423, 0.8209, 1.9220);(0.0000, -0.1714, 0.0000, 0.9852);test
2;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3504, 0.8209, 1.9442);(0.0000, -0.1715, 0.0000, 0.9852);test
2.02;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3576, 0.8209, 1.9638);(0.0000, -0.1716, 0.0000, 0.9852);test
2.04;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3648, 0.8209, 1.9835);(0.0000, -0.1718, 0.0000, 0.9851);test
2.06;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3718, 0.8209, 2.0025);(0.0000, -0.1719, 0.0000, 0.9851);test
2.08;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3789, 0.8209, 2.0216);(0.0000, -0.1721, 0.0000, 0.9851);test
2.1;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3896, 0.8209, 2.0505);(0.0000, -0.1724, 0.0000, 0.9850);test
2.12;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3965, 0.8209, 2.0690);(0.0000, -0.1725, 0.0000, 0.9850);test
2.14;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4037, 0.8209, 2.0883);(0.0000, -0.1728, 0.0000, 0.9850);test
2.16;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4108, 0.8209, 2.1072);(0.0000, -0.1730, 0.0000, 0.9849);test
2.18;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4215, 0.8209, 2.1357);(0.0000, -0.1733, 0.0000, 0.9849);test
2.2;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4289, 0.8209, 2.1552);(0.0000, -0.1736, 0.0000, 0.9848);test
2.22;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4363, 0.8209, 2.1747);(0.0000, -0.1739, 0.0000, 0.9848);test
2.24;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4435, 0.8209, 2.1935);(0.0000, -0.1742, 0.0000, 0.9847);test
2.26;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4548, 0.8209, 2.2227);(0.0000, -0.1748, 0.0000, 0.9846);test
2.28;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4621, 0.8209, 2.2416);(0.0000, -0.1752, 0.0000, 0.9845);test
2.3;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4695, 0.8209, 2.2604);(0.0000, -0.1756, 0.0000, 0.9845);test
2.32;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4769, 0.8209, 2.2789);(0.0000, -0.1762, 0.0000, 0.9844);test
2.34;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4887, 0.8209, 2.3071);(0.0000, -0.1775, 0.0000, 0.9841);test
2.36;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4969, 0.8209, 2.3262);(0.0000, -0.1785, 0.0000, 0.9839);test
