Time;PlayerPosition;PlayerRotation;PlayerHeadRotation;EnemyPosition;EnemyRotation;Info
0.78;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.8712, 0.8209, 0.6249);(0.0000, -0.1563, 0.0000, 0.9877);test
0.8;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.8787, 0.8209, 0.6451);(0.0000, -0.1571, 0.0000, 0.9876);test
0.82;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.8861, 0.8209, 0.6653);(0.0000, -0.1578, 0.0000, 0.9875);test
0.84;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.8934, 0.8209, 0.6850);(0.0000, -0.1585, 0.0000, 0.9874);test
0.86;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9044, 0.8209, 0.7149);(0.0000, -0.1595, 0.0000, 0.9872);test
0.88;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9113, 0.8209, 0.7337);(0.0000, -0.1601, 0.0000, 0.9871);test
0.9;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9181, 0.8209, 0.7522);(0.0000, -0.1606, 0.0000, 0.9870);test
0.92;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9253, 0.8209, 0.7717);(0.0000, -0.1612, 0.0000, 0.9869);test
0.94;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9357, 0.8209, 0.8001);(0.0000, -0.1620, 0.0000, 0.9868);test
0.96;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9430, 0.8209, 0.8198);(0.0000, -0.1625, 0.0000, 0.9867);test
0.98;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9500, 0.8209, 0.8388);(0.0000, -0.1630, 0.0000, 0.9866);test
1;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9570, 0.8209, 0.8580);(0.0000, -0.1635, 0.0000, 0.9865);test
1.02;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9673, 0.8209, 0.8860);(0.0000, -0.1641, 0.0000, 0.9864);test
1.04;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9741, 0.8209, 0.9045);(0.0000, -0.1645, 0.0000, 0.9864);test
1.06;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9812, 0.8209, 0.9237);(0.0000, -0.1649, 0.0000, 0.9863);test
1.08;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9887, 0.8209, 0.9439);(0.0000, -0.1654, 0.0000, 0.9862);test
1.1;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9992, 0.8209, 0.9724);(0.0000, -0.1659, 0.0000, 0.9861);test
1.12;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0063, 0.8209, 0.9919);(0.0000, -0.1663, 0.0000, 0.9861);test
1.14;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0138, 0.8209, 1.0123);(0.0000, -0.1667, 0.0000, 0.9860);test
1.16;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0210, 0.8209, 1.0318);(0.0000, -0.1670, 0.0000, 0.9860);test
1.18;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0317, 0.8209, 1.0610);(0.0000, -0.1675, 0.0000, 0.9859);test
1.2;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0388, 0.8209, 1.0803);(0.0000, -0.1678, 0.0000, 0.9858);test
1.22;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0460, 0.8209, 1.0997);(0.0000, -0.1681, 0.0000, 0.9858);test
1.24;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0531, 0.8209, 1.1189);(0.0000, -0.1683, 0.0000, 0.9857);test
1.26;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0635, 0.8209, 1.1473);(0.0000, -0.1687, 0.0000, 0.9857);test
1.28;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0706, 0.8209, 1.1665);(0.0000, -0.1690, 0.0000, 0.9856);test
1.3;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0777, 0.8209, 1.1858);(0.0000, -0.1692, 0.0000, 0.9856);test
1.32;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0849, 0.8209, 1.2054);(0.0000, -0.1695, 0.0000, 0.9855);test
1.34;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0951, 0.8209, 1.2332);(0.0000, -0.1698, 0.0000, 0.9855);test
1.36;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1020, 0.8209, 1.2520);(0.0000, -0.1700, 0.0000, 0.9854);test
1.38;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1097, 0.8209, 1.2729);(0.0000, -0.1700, 0.0000, 0.9855);test
1.4;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1163, 0.8209, 1.2920);(0.0000, -0.1699, 0.0000, 0.9855);test
1.42;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1231, 0.8209, 1.3112);(0.0000, -0.1698, 0.0000, 0.9855);test
1.44;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1331, 0.8209, 1.3397);(0.0000, -0.1697, 0.0000, 0.9855);test
1.46;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1398, 0.8209, 1.3589);(0.0000, -0.1696, 0.0000, 0.9855);test
1.48;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1464, 0.8209, 1.3776);(0.0000, -0.1696, 0.0000, 0.9855);test
1.5;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1564, 0.8209, 1.4061);(0.0000, -0.1695, 0.0000, 0.9855);test
1.52;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1633, 0.8209, 1.4256);(0.0000, -0.1695, 0.0000, 0.9855);test
1.54;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1700, 0.8209, 1.4446);(0.0000, -0.1695, 0.0000, 0.9855);test
1.56;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1768, 0.8209, 1.4639);(0.0000, -0.1695, 0.0000, 0.9855);test
1.58;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1868, 0.8209, 1.4920);(0.0000, -0.1695, 0.0000, 0.9855);test
1.6;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1936, 0.8209, 1.5112);(0.0000, -0.1695, 0.0000, 0.9855);test
1.62;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2003, 0.8209, 1.5300);(0.0000, -0.1695, 0.0000, 0.9855);test
1.64;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2073, 0.8209, 1.5498);(0.0000, -0.1695, 0.0000, 0.9855);test
1.66;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2175, 0.8209, 1.5786);(0.0000, -0.1695, 0.0000, 0.9855);test
1.68;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2243, 0.8209, 1.5976);(0.0000, -0.1696, 0.0000, 0.9855);test
1.7;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2311, 0.8209, 1.6166);(0.0000, -0.1696, 0.0000, 0.9855);test
1.72;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2379, 0.8209, 1.6356);(0.0000, -0.1697, 0.0000, 0.9855);test
1.74;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2477, 0.8209, 1.6629);(0.0000, -0.1697, 0.0000, 0.9855);test
1.76;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2544, 0.8209, 1.6817);(0.0000, -0.1698, 0.0000, 0.9855);test
1.78;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2613, 0.8209, 1.7010);(0.0000, -0.1699, 0.0000, 0.9855);test
1.8;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2683, 0.8209, 1.7204);(0.0000, -0.1699, 0.0000, 0.9855);test
1.82;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2788, 0.8209, 1.7497);(0.0000, -0.1701, 0.0000, 0.9854);test
1.84;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2859, 0.8209, 1.7693);(0.0000, -0.1702, 0.0000, 0.9854);test
1.86;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2928, 0.8209, 1.7884);(0.0000, -0.1703, 0.0000, 0.9854);test
1.88;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2998, 0.8209, 1.8076);(0.0000, -0.1704, 0.0000, 0.9854);test
1.9;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3101, 0.8209, 1.8362);(0.0000, -0.1705, 0.0000, 0.9854);test
1.92;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3173, 0.8209, 1.8559);(0.0000, -0.1708, 0.0000, 0.9853);test
1.94;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3246, 0.8209, 1.8753);(0.0000, -0.1709, 0.0000, 0.9853);test
1.96;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3315, 0.8209, 1.8943);(0.0000, -0.1710, 0.0000, 0.9853);test

1.98;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3410, 0.8209, 1.9195);(0.0000, -0.1714, 0.0000, 0.9852);test
2;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3492, 0.8209, 1.9418);(0.0000, -0.1715, 0.0000, 0.9852);test
2.02;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3563, 0.8209, 1.9612);(0.0000, -0.1717, 0.0000, 0.9852);test
2.04;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3632, 0.8209, 1.9801);(0.0000, -0.1718, 0.0000, 0.9851);test
2.06;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3736, 0.8209, 2.0083);(0.0000, -0.1720, 0.0000, 0.9851);test
2.08;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3811, 0.8209, 2.0278);(0.0000, -0.1724, 0.0000, 0.9850);test
2.1;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3880, 0.8209, 2.0465);(0.0000, -0.1725, 0.0000, 0.9850);test
2.12;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3950, 0.8209, 2.0653);(0.0000, -0.1727, 0.0000, 0.9850);test
2.14;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4058, 0.8209, 2.0942);(0.0000, -0.1730, 0.0000, 0.9849);test
2.16;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4128, 0.8209, 2.1128);(0.0000, -0.1733, 0.0000, 0.9849);test
2.18;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4200, 0.8209, 2.1319);(0.0000, -0.1735, 0.0000, 0.9848);test
2.2;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4271, 0.8209, 2.1506);(0.0000, -0.1738, 0.0000, 0.9848);test
2.22;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4377, 0.8209, 2.1785);(0.0000, -0.1742, 0.0000, 0.9847);test
2.24;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4449, 0.8209, 2.1973);(0.0000, -0.1745, 0.0000, 0.9847);test
2.26;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4520, 0.8209, 2.2157);(0.0000, -0.1748, 0.0000, 0.9846);test
2.28;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4631, 0.8209, 2.2441);(0.0000, -0.1754, 0.0000, 0.9845);test
2.3;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4709, 0.8209, 2.2634);(0.0000, -0.1761, 0.0000, 0.9844);test
2.32;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4786, 0.8209, 2.2828);(0.0000, -0.1766, 0.0000, 0.9843);test
2.34;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4863, 0.8209, 2.3016);(0.0000, -0.1774, 0.0000, 0.9841);test
2.36;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4944, 0.8209, 2.3203);(0.0000, -0.1784, 0.0000, 0.9840);test
