Time;PlayerPosition;PlayerRotation;PlayerHeadRotation;EnemyPosition;EnemyRotation;Info
0.7616464;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.8657, 0.8209, 0.6097);(0.0000, -0.1557, 0.0000, 0.9878);test
0.7705773;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.8692, 0.8209, 0.6193);(0.0000, -0.1561, 0.0000, 0.9877);test
0.7835935;(-0.0700, 1.2600, -4.7626);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.8744, 0.8209, 0.6334);(0.0000, -0.1566, 0.0000, 0.9877);test
0.7939594;(-0.0700, 1.2600, -4.7527);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.8785, 0.8209, 0.6446);(0.0000, -0.1570, 0.0000, 0.9876);test
0.8032235;(-0.0700, 1.2600, -4.7412);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.8822, 0.8209, 0.6546);(0.0000, -0.1574, 0.0000, 0.9875);test
0.8139841;(-0.0700, 1.2600, -4.7247);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.8864, 0.8209, 0.6662);(0.0000, -0.1578, 0.0000, 0.9875);test
0.8228595;(-0.0700, 1.2600, -4.7094);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.8900, 0.8209, 0.6758);(0.0000, -0.1581, 0.0000, 0.9874);test
0.8324024;(-0.0700, 1.2600, -4.6911);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.8938, 0.8209, 0.6861);(0.0000, -0.1585, 0.0000, 0.9874);test
0.8437681;(-0.0700, 1.2600, -4.6672);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.8983, 0.8209, 0.6983);(0.0000, -0.1589, 0.0000, 0.9873);test
0.8535437;(-0.0700, 1.2600, -4.6453);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9022, 0.8209, 0.7089);(0.0000, -0.1593, 0.0000, 0.9872);test
0.8624094;(-0.0700, 1.2600, -4.6246);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9057, 0.8209, 0.7184);(0.0000, -0.1596, 0.0000, 0.9872);test
0.8725076;(-0.0700, 1.2600, -4.5999);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9097, 0.8209, 0.7293);(0.0000, -0.1599, 0.0000, 0.9871);test
0.8817554;(-0.0700, 1.2600, -4.5766);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9134, 0.8209, 0.7393);(0.0000, -0.1602, 0.0000, 0.9871);test
0.8909396;(-0.0700, 1.2600, -4.5528);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9170, 0.8209, 0.7492);(0.0000, -0.1605, 0.0000, 0.9870);test
0.8998855;(-0.0700, 1.2600, -4.5291);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9206, 0.8209, 0.7589);(0.0000, -0.1608, 0.0000, 0.9870);test
0.9089155;(-0.0700, 1.2600, -4.5048);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9242, 0.8209, 0.7686);(0.0000, -0.1611, 0.0000, 0.9869);test
0.9213977;(-0.0700, 1.2600, -4.4704);(0.0000, -0.3827, 0.0000, 0.9239);(0.0000, -0.3827, 0.0000, 0.9239);(-0.9291, 0.8209, 0.7821);(0.0000, -0.1615, 0.0000, 0.9869);test
0.9322442;(-0.0738, 1.2600, -4.4417);(0.0000, 0.3827, 0.0000, -0.9239);(0.0000, 0.3827, 0.0000, -0.9239);(-0.9334, 0.8209, 0.7938);(0.0000, -0.1618, 0.0000, 0.9868);test
0.9421647;(-0.0799, 1.2600, -4.4162);(0.0000, 0.3827, 0.0000, -0.9239);(0.0000, 0.3827, 0.0000, -0.9239);(-0.9374, 0.8209, 0.8045);(0.0000, -0.1621, 0.0000, 0.9868);test
0.9521453;(-0.0883, 1.2600, -4.3912);(0.0000, 0.3827, 0.0000, -0.9239);(0.0000, 0.3827, 0.0000, -0.9239);(-0.9413, 0.8209, 0.8153);(0.0000, -0.1624, 0.0000, 0.9867);test
0.9608411;(-0.0971, 1.2600, -4.3699);(0.0000, 0.3827, 0.0000, -0.9239);(0.0000, 0.3827, 0.0000, -0.9239);(-0.9448, 0.8209, 0.8247);(0.0000, -0.1626, 0.0000, 0.9867);test
0.9713543;(-0.1097, 1.2600, -4.3447);(0.0000, 0.3827, 0.0000, -0.9239);(0.0000, 0.3827, 0.0000, -0.9239);(-0.9489, 0.8209, 0.8360);(0.0000, -0.1629, 0.0000, 0.9866);test
0.9802881;(-0.1215, 1.2600, -4.3237);(0.0000, 0.3827, 0.0000, -0.9239);(0.0000, 0.3827, 0.0000, -0.9239);(-0.9525, 0.8209, 0.8457);(0.0000, -0.1632, 0.0000, 0.9866);test
0.9891359;(-0.1342, 1.2600, -4.3031);(0.0000, 0.3827, 0.0000, -0.9239);(0.0000, 0.3827, 0.0000, -0.9239);(-0.9560, 0.8209, 0.8552);(0.0000, -0.1634, 0.0000, 0.9866);test
0.9983212;(-0.1482, 1.2600, -4.2820);(0.0000, 0.3827, 0.0000, -0.9239);(0.0000, 0.3827, 0.0000, -0.9239);(-0.9597, 0.8209, 0.8651);(0.0000, -0.1636, 0.0000, 0.9865);test
1.0071;(-0.1623, 1.2600, -4.2620);(0.0000, 0.3827, 0.0000, -0.9239);(0.0000, 0.3827, 0.0000, -0.9239);(-0.9631, 0.8209, 0.8746);(0.0000, -0.1638, 0.0000, 0.9865);test
1.016251;(-0.1777, 1.2600, -4.2414);(0.0000, 0.3827, 0.0000, -0.9239);(0.0000, 0.3827, 0.0000, -0.9239);(-0.9668, 0.8209, 0.8845);(0.0000, -0.1641, 0.0000, 0.9864);test
1.024949;(-0.1929, 1.2600, -4.2220);(0.0000, 0.3827, 0.0000, -0.9239);(0.0000, 0.3827, 0.0000, -0.9239);(-0.9702, 0.8209, 0.8939);(0.0000, -0.1643, 0.0000, 0.9864);test
1.035815;(-0.2125, 1.2600, -4.1979);(0.0000, 0.3827, 0.0000, -0.9239);(0.0000, 0.3827, 0.0000, -0.9239);(-0.9746, 0.8209, 0.9056);(0.0000, -0.1645, 0.0000, 0.9864);test
1.045586;(-0.2306, 1.2600, -4.1764);(0.0000, 0.3827, 0.0000, -0.9239);(0.0000, 0.3827, 0.0000, -0.9239);(-0.9784, 0.8209, 0.9161);(0.0000, -0.1648, 0.0000, 0.9863);test
1.05474;(-0.2479, 1.2600, -4.1564);(0.0000, 0.3827, 0.0000, -0.9239);(0.0000, 0.3827, 0.0000, -0.9239);(-0.9821, 0.8209, 0.9260);(0.0000, -0.1650, 0.0000, 0.9863);test
1.064918;(-0.2675, 1.2600, -4.1342);(0.0000, 0.3827, 0.0000, -0.9239);(0.0000, 0.3827, 0.0000, -0.9239);(-0.9861, 0.8209, 0.9370);(0.0000, -0.1652, 0.0000, 0.9863);test
1.074193;(-0.2856, 1.2600, -4.1140);(0.0000, 0.3827, 0.0000, -0.9239);(0.0000, 0.3827, 0.0000, -0.9239);(-0.9898, 0.8209, 0.9470);(0.0000, -0.1654, 0.0000, 0.9862);test
1.083195;(-0.3034, 1.2600, -4.0946);(0.0000, 0.3827, 0.0000, -0.9239);(0.0000, 0.3827, 0.0000, -0.9239);(-0.9934, 0.8209, 0.9567);(0.0000, -0.1656, 0.0000, 0.9862);test
1.092123;(-0.3212, 1.2600, -4.0753);(0.0000, 0.3827, 0.0000, -0.9239);(0.0000, 0.3827, 0.0000, -0.9239);(-0.9969, 0.8209, 0.9664);(0.0000, -0.1658, 0.0000, 0.9862);test
1.101097;(-0.3393, 1.2600, -4.0560);(0.0000, 0.3827, 0.0000, -0.9239);(0.0000, 0.3827, 0.0000, -0.9239);(-1.0005, 0.8209, 0.9760);(0.0000, -0.1660, 0.0000, 0.9861);test
1.110115;(-0.3576, 1.2600, -4.0366);(0.0000, 0.3827, 0.0000, -0.9239);(0.0000, 0.3827, 0.0000, -0.9239);(-1.0041, 0.8209, 0.9858);(0.0000, -0.1662, 0.0000, 0.9861);test
1.119154;(-0.3761, 1.2600, -4.0172);(0.0000, 0.3827, 0.0000, -0.9239);(0.0000, 0.3827, 0.0000, -0.9239);(-1.0077, 0.8209, 0.9955);(0.0000, -0.1663, 0.0000, 0.9861);test
1.127958;(-0.3941, 1.2600, -3.9983);(0.0000, 0.3827, 0.0000, -0.9239);(0.0000, 0.3827, 0.0000, -0.9239);(-1.0112, 0.8209, 1.0050);(0.0000, -0.1665, 0.0000, 0.9860);test
1.137206;(-0.4132, 1.2600, -3.9786);(0.0000, 0.3827, 0.0000, -0.9239);(0.0000, 0.3827, 0.0000, -0.9239);(-1.0148, 0.8209, 1.0150);(0.0000, -0.1667, 0.0000, 0.9860);test
1.146117;(-0.4317, 1.2600, -3.9595);(0.0000, 0.3827, 0.0000, -0.9239);(0.0000, 0.3827, 0.0000, -0.9239);(-1.0184, 0.8209, 1.0246);(0.0000, -0.1669, 0.0000, 0.9860);test
1.157196;(-0.4547, 1.2600, -3.9359);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.0228, 0.8209, 1.0366);(0.0000, -0.1671, 0.0000, 0.9859);test
1.167186;(-0.4769, 1.2600, -3.9178);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.0267, 0.8209, 1.0474);(0.0000, -0.1672, 0.0000, 0.9859);test
1.176307;(-0.4981, 1.2600, -3.9036);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.0304, 0.8209, 1.0572);(0.0000, -0.1674, 0.0000, 0.9859);test
1.185107;(-0.5194, 1.2600, -3.8918);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.0339, 0.8209, 1.0667);(0.0000, -0.1676, 0.0000, 0.9859);test
1.19445;(-0.5428, 1.2600, -3.8811);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.0376, 0.8209, 1.0768);(0.0000, -0.1677, 0.0000, 0.9858);test
1.203224;(-0.5654, 1.2600, -3.8724);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.0410, 0.8209, 1.0863);(0.0000, -0.1679, 0.0000, 0.9858);test
1.212184;(-0.5890, 1.2600, -3.8648);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.0446, 0.8209, 1.0959);(0.0000, -0.1680, 0.0000, 0.9858);test
1.220744;(-0.6119, 1.2600, -3.8584);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.0480, 0.8209, 1.1052);(0.0000, -0.1681, 0.0000, 0.9858);test
1.229651;(-0.6362, 1.2600, -3.8528);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.0515, 0.8209, 1.1148);(0.0000, -0.1683, 0.0000, 0.9857);test
1.238406;(-0.6508, 1.2600, -3.8479);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.0550, 0.8209, 1.1242);(0.0000, -0.1684, 0.0000, 0.9857);test
1.247099;(-0.6509, 1.2600, -3.8438);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.0585, 0.8209, 1.1336);(0.0000, -0.1685, 0.0000, 0.9857);test
1.256985;(-0.6530, 1.2600, -3.8398);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.0624, 0.8209, 1.1443);(0.0000, -0.1687, 0.0000, 0.9857);test
1.266935;(-0.6530, 1.2600, -3.8364);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.0664, 0.8209, 1.1550);(0.0000, -0.1688, 0.0000, 0.9856);test
1.275825;(-0.6530, 1.2600, -3.8338);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.0699, 0.8209, 1.1646);(0.0000, -0.1690, 0.0000, 0.9856);test
1.284715;(-0.6530, 1.2600, -3.8315);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.0734, 0.8209, 1.1742);(0.0000, -0.1691, 0.0000, 0.9856);test
1.293472;(-0.6530, 1.2600, -3.8296);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.0769, 0.8209, 1.1837);(0.0000, -0.1692, 0.0000, 0.9856);test
1.302293;(-0.6530, 1.2600, -3.8279);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.0804, 0.8209, 1.1932);(0.0000, -0.1693, 0.0000, 0.9856);test
1.312059;(-0.6530, 1.2600, -3.8263);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.0843, 0.8209, 1.2037);(0.0000, -0.1694, 0.0000, 0.9855);test
1.320799;(-0.6530, 1.2600, -3.8251);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.0877, 0.8209, 1.2132);(0.0000, -0.1696, 0.0000, 0.9855);test
1.330522;(-0.6530, 1.2600, -3.8239);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.0916, 0.8209, 1.2237);(0.0000, -0.1697, 0.0000, 0.9855);test
1.339166;(-0.6530, 1.2600, -3.8230);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.0950, 0.8209, 1.2330);(0.0000, -0.1698, 0.0000, 0.9855);test
1.347992;(-0.6530, 1.2600, -3.8223);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.0985, 0.8209, 1.2425);(0.0000, -0.1699, 0.0000, 0.9855);test
1.356898;(-0.6530, 1.2600, -3.8216);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.1021, 0.8209, 1.2521);(0.0000, -0.1700, 0.0000, 0.9854);test
1.365731;(-0.6530, 1.2600, -3.8210);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.1056, 0.8209, 1.2617);(0.0000, -0.1701, 0.0000, 0.9854);test
1.374546;(-0.6530, 1.2600, -3.8205);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.1091, 0.8209, 1.2712);(0.0000, -0.1701, 0.0000, 0.9854);test
1.383297;(-0.6530, 1.2600, -3.8201);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.1124, 0.8209, 1.2804);(0.0000, -0.1701, 0.0000, 0.9854);test
1.393224;(-0.6530, 1.2600, -3.8197);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.1161, 0.8209, 1.2911);(0.0000, -0.1700, 0.0000, 0.9854);test
1.402074;(-0.6530, 1.2600, -3.8193);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.1195, 0.8209, 1.3007);(0.0000, -0.1701, 0.0000, 0.9854);test
1.410724;(-0.6530, 1.2600, -3.8191);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.1229, 0.8209, 1.3100);(0.0000, -0.1701, 0.0000, 0.9854);test
1.419488;(-0.6530, 1.2600, -3.8188);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.1262, 0.8209, 1.3195);(0.0000, -0.1700, 0.0000, 0.9854);test
1.428225;(-0.6530, 1.2600, -3.8186);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.1296, 0.8209, 1.3289);(0.0000, -0.1700, 0.0000, 0.9854);test
1.437526;(-0.6530, 1.2600, -3.8184);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.1331, 0.8209, 1.3390);(0.0000, -0.1701, 0.0000, 0.9854);test
1.446309;(-0.6530, 1.2600, -3.8183);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.1366, 0.8209, 1.3484);(0.0000, -0.1701, 0.0000, 0.9854);test
1.455233;(-0.6530, 1.2600, -3.8182);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.1400, 0.8209, 1.3581);(0.0000, -0.1700, 0.0000, 0.9854);test
1.463717;(-0.6530, 1.2600, -3.8180);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.1432, 0.8209, 1.3672);(0.0000, -0.1700, 0.0000, 0.9854);test
1.473259;(-0.6530, 1.2600, -3.8179);(0.0000, 0.7071, 0.0000, -0.7071);(0.0000, 0.7071, 0.0000, -0.7071);(-1.1468, 0.8209, 1.3775);(0.0000, -0.1701, 0.0000, 0.9854);test
