Time;PlayerPosition;PlayerRotation;PlayerHeadRotation;EnemyPosition;EnemyRotation;Info
0.78;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.8720, 0.8209, 0.6270);(0.0000, -0.1564, 0.0000, 0.9877);test
0.8;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.8790, 0.8209, 0.6459);(0.0000, -0.1571, 0.0000, 0.9876);test
0.82;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.8859, 0.8209, 0.6648);(0.0000, -0.1578, 0.0000, 0.9875);test
0.84;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.8931, 0.8209, 0.6843);(0.0000, -0.1585, 0.0000, 0.9874);test
0.86;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9039, 0.8209, 0.7136);(0.0000, -0.1594, 0.0000, 0.9872);test
0.88;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9111, 0.8209, 0.7331);(0.0000, -0.1601, 0.0000, 0.9871);test
0.9;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9181, 0.8209, 0.7523);(0.0000, -0.1606, 0.0000, 0.9870);test
0.92;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9285, 0.8209, 0.7805);(0.0000, -0.1614, 0.0000, 0.9869);test
0.94;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9356, 0.8209, 0.7997);(0.0000, -0.1620, 0.0000, 0.9868);test
0.96;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9427, 0.8209, 0.8190);(0.0000, -0.1625, 0.0000, 0.9867);test
0.98;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9498, 0.8209, 0.8384);(0.0000, -0.1630, 0.0000, 0.9866);test
1;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9569, 0.8209, 0.8575);(0.0000, -0.1635, 0.0000, 0.9866);test
1.02;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9674, 0.8209, 0.8861);(0.0000, -0.1641, 0.0000, 0.9864);test
1.04;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9742, 0.8209, 0.9045);(0.0000, -0.1645, 0.0000, 0.9864);test
1.06;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9807, 0.8209, 0.9224);(0.0000, -0.1649, 0.0000, 0.9863);test
1.08;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9912, 0.8209, 0.9509);(0.0000, -0.1655, 0.0000, 0.9862);test
1.1;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-0.9981, 0.8209, 0.9696);(0.0000, -0.1659, 0.0000, 0.9861);test
1.12;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0053, 0.8209, 0.9891);(0.0000, -0.1662, 0.0000, 0.9861);test
1.14;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0132, 0.8209, 1.0106);(0.0000, -0.1666, 0.0000, 0.9860);test
1.16;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0202, 0.8209, 1.0296);(0.0000, -0.1670, 0.0000, 0.9860);test
1.18;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0315, 0.8209, 1.0604);(0.0000, -0.1675, 0.0000, 0.9859);test
1.2;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0386, 0.8209, 1.0796);(0.0000, -0.1678, 0.0000, 0.9858);test
1.22;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0457, 0.8209, 1.0989);(0.0000, -0.1681, 0.0000, 0.9858);test
1.24;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0526, 0.8209, 1.1177);(0.0000, -0.1683, 0.0000, 0.9857);test
1.26;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0628, 0.8209, 1.1455);(0.0000, -0.1687, 0.0000, 0.9857);test
1.28;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0701, 0.8209, 1.1652);(0.0000, -0.1690, 0.0000, 0.9856);test
1.3;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0774, 0.8209, 1.1850);(0.0000, -0.1692, 0.0000, 0.9856);test
1.32;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0843, 0.8209, 1.2039);(0.0000, -0.1695, 0.0000, 0.9855);test
1.34;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.0947, 0.8209, 1.2320);(0.0000, -0.1698, 0.0000, 0.9855);test
1.36;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1013, 0.8209, 1.2501);(0.0000, -0.1700, 0.0000, 0.9854);test
1.38;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1089, 0.8209, 1.2705);(0.0000, -0.1701, 0.0000, 0.9854);test
1.4;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1186, 0.8209, 1.2981);(0.0000, -0.1700, 0.0000, 0.9855);test
1.42;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1253, 0.8209, 1.3172);(0.0000, -0.1699, 0.0000, 0.9855);test
1.44;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1319, 0.8209, 1.3361);(0.0000, -0.1698, 0.0000, 0.9855);test
1.46;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1407, 0.8209, 1.3611);(0.0000, -0.1697, 0.0000, 0.9855);test
1.48;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1478, 0.8209, 1.3813);(0.0000, -0.1697, 0.0000, 0.9855);test
1.5;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1546, 0.8209, 1.4007);(0.0000, -0.1696, 0.0000, 0.9855);test
1.52;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1617, 0.8209, 1.4208);(0.0000, -0.1696, 0.0000, 0.9855);test
1.54;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1714, 0.8209, 1.4483);(0.0000, -0.1696, 0.0000, 0.9855);test
1.56;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1782, 0.8209, 1.4674);(0.0000, -0.1697, 0.0000, 0.9855);test
1.58;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1849, 0.8209, 1.4856);(0.0000, -0.1698, 0.0000, 0.9855);test
1.6;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.1918, 0.8209, 1.5050);(0.0000, -0.1698, 0.0000, 0.9855);test
1.62;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2019, 0.8209, 1.5336);(0.0000, -0.1698, 0.0000, 0.9855);test
1.64;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2086, 0.8209, 1.5525);(0.0000, -0.1699, 0.0000, 0.9855);test
1.66;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2156, 0.8209, 1.5717);(0.0000, -0.1699, 0.0000, 0.9855);test
1.68;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2224, 0.8209, 1.5907);(0.0000, -0.1699, 0.0000, 0.9855);test
1.7;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2327, 0.8209, 1.6198);(0.0000, -0.1699, 0.0000, 0.9855);test
1.72;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2395, 0.8209, 1.6388);(0.0000, -0.1700, 0.0000, 0.9854);test
1.74;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2463, 0.8209, 1.6579);(0.0000, -0.1700, 0.0000, 0.9854);test
1.76;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2567, 0.8209, 1.6865);(0.0000, -0.1702, 0.0000, 0.9854);test
1.78;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2635, 0.8209, 1.7054);(0.0000, -0.1702, 0.0000, 0.9854);test
1.8;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2705, 0.8209, 1.7250);(0.0000, -0.1703, 0.0000, 0.9854);test
1.82;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2774, 0.8209, 1.7440);(0.0000, -0.1703, 0.0000, 0.9854);test
1.84;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2876, 0.8209, 1.7719);(0.0000, -0.1706, 0.0000, 0.9853);test
1.86;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.2945, 0.8209, 1.7912);(0.0000, -0.1706, 0.0000, 0.9853);test
1.88;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3010, 0.8209, 1.8091);(0.0000, -0.1708, 0.0000, 0.9853);test
1.9;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3078, 0.8209, 1.8275);(0.0000, -0.1709, 0.0000, 0.9853);test
1.92;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3186, 0.8209, 1.8573);(0.0000, -0.1710, 0.0000, 0.9853);test
1.94;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3255, 0.8209, 1.8764);(0.0000, -0.1711, 0.0000, 0.9853);test
1.96;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3323, 0.8209, 1.8950);(0.0000, -0.1712, 0.0000, 0.9852);test

1.98;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3417, 0.8209, 1.9209);(0.0000, -0.1714, 0.0000, 0.9852);test
2;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3501, 0.8209, 1.9437);(0.0000, -0.1715, 0.0000, 0.9852);test
2.02;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3572, 0.8209, 1.9628);(0.0000, -0.1718, 0.0000, 0.9851);test
2.04;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3642, 0.8209, 1.9818);(0.0000, -0.1721, 0.0000, 0.9851);test
2.06;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3715, 0.8209, 2.0011);(0.0000, -0.1722, 0.0000, 0.9851);test
2.08;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3818, 0.8209, 2.0291);(0.0000, -0.1724, 0.0000, 0.9850);test
2.1;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3889, 0.8209, 2.0483);(0.0000, -0.1727, 0.0000, 0.9850);test
2.12;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.3964, 0.8209, 2.0680);(0.0000, -0.1730, 0.0000, 0.9849);test
2.14;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4038, 0.8209, 2.0874);(0.0000, -0.1732, 0.0000, 0.9849);test
2.16;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4143, 0.8209, 2.1155);(0.0000, -0.1735, 0.0000, 0.9848);test
2.18;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4216, 0.8209, 2.1345);(0.0000, -0.1738, 0.0000, 0.9848);test
2.2;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4286, 0.8209, 2.1532);(0.0000, -0.1740, 0.0000, 0.9847);test
2.22;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4359, 0.8209, 2.1724);(0.0000, -0.1742, 0.0000, 0.9847);test
2.24;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4466, 0.8209, 2.2005);(0.0000, -0.1746, 0.0000, 0.9846);test
2.26;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4535, 0.8209, 2.2187);(0.0000, -0.1750, 0.0000, 0.9846);test
2.28;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4611, 0.8209, 2.2378);(0.0000, -0.1754, 0.0000, 0.9845);test
2.3;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4687, 0.8209, 2.2575);(0.0000, -0.1757, 0.0000, 0.9844);test
2.32;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4798, 0.8209, 2.2854);(0.0000, -0.1766, 0.0000, 0.9843);test
2.34;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4875, 0.8209, 2.3037);(0.0000, -0.1774, 0.0000, 0.9841);test
2.36;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.4950, 0.8209, 2.3217);(0.0000, -0.1782, 0.0000, 0.9840);test
